county,school_or_school_district,type,student_cases_new,student_cases_cumulative,staff_cases_new,staff_cases_cumulative
Lorain,Clearview Local,Public District,No Cases Reported,2,No Cases Reported,14
Lorain,Columbia Local,Public District,No Cases Reported,8,No Cases Reported,4
Lorain,Constellation Schools: Elyria Community,Community School,No Cases Reported,0,No Cases Reported,0
Lorain,Constellation Schools: Lorain Community Elementary,Community School,No Cases Reported,0,No Cases Reported,0
Lorain,Constellation Schools: Lorain Community Middle,Community School,No Cases Reported,0,No Cases Reported,0
Lorain,Cypress Academy,Private School,No Cases Reported,0,No Cases Reported,0
Lorain,Daybreak Academy,Private School,No Cases Reported,0,No Cases Reported,0
Lorain,Elyria Catholic,Private School,No Cases Reported,23,No Cases Reported,10
Lorain,Elyria City Schools,Public District,No Cases Reported,28,No Cases Reported,53
Lorain,Firelands Local,Public District,No Cases Reported,20,No Cases Reported,8
Lorain,First Baptist Christian,Private School,No Cases Reported,0,No Cases Reported,0
Lorain,First Baptist Christian,Preschool,0,0,0,0
Lorain,Holy Trinity,Private School,0,9,0,2
Lorain,Holy Trinity,Preschool,0,0,0,0
Lorain,Horizon Science Academy Lorain,Community School,0,1,1,2
Lorain,Ivy Haven Christian Academy,Private School,0,0,0,0
Lorain,Keystone Local,Public District,1,25,2,24
Lorain,Lake Ridge Academy,Private School,0,4,0,3
Lorain,Lakeshore Academy,Private School,0,0,0,0
Lorain,Le Chaperon Rouge-Avon,Private School,0,0,0,0
Lorain,Lorain Bilingual Preparatory Academy,Community School,0,1,0,1
Lorain,Lorain City,Public District,2,21,5,47
Lorain,Lorain County Board of DD,County Board of Developmental Disabilities,0,0,0,3
Lorain,Lorain County ESC,Educational Service Center,0,1,0,2
Lorain,Lorain County JVS,Joint Vocational School District,3,8,0,2
Lorain,Lorain Preparatory Academy,Community School,3,7,2,14
Lorain,Margaret T. Academy,Private School,0,0,0,0
Lorain,Midview Local,Public District,7,39,1,13
Lorain,Millenial Reign Academy,Private School,0,0,0,0
Lorain,New Hope Christian Academy,Private School,0,0,0,0
Lorain,North Ridgeville City,Public District,5,110,3,58
Lorain,Northern Ohio Adventist Academy,Private School,0,1,0,1
Lorain,Oberlin City Schools,Public District,1,3,0,6
Lorain,Open Door Christian Schools,Private School,0,21,0,7
Lorain,Open Door Christian Schools,Preschool,0,0,0,0
Lorain,Palmer Academy,Private School,0,0,0,0
Lorain,Prince of Peace Christian Academy,Private School,0,0,0,0
Lorain,Sheffield-Sheffield Lake City,Public District,0,16,0,17
Lorain,Spectrum Resource Center and School,Private School,0,2,0,0
Lorain,Spectrum Resource Center and School,Preschool,0,0,0,0
Lorain,St Anthony Of Padua,Private School,0,0,0,0
Lorain,St Anthony Of Padua,Preschool,0,0,0,0
Lorain,St Joseph,Private School,0,0,0,0
Lorain,St Joseph,Private School,0,0,0,0
Lorain,St Joseph,Preschool,0,0,0,0
Lorain,St Joseph,Preschool,0,0,0,0
Lorain,St Jude,Private School,0,3,0,0
Lorain,St Jude,Preschool,0,0,0,0
Lorain,St Mary,Private School,0,1,0,0
Lorain,St Mary,Preschool,0,0,0,0
Lorain,St Mary Immaculate Conception,Private School,0,0,0,0
Lorain,St Mary Immaculate Conception,Preschool,0,0,0,0
Lorain,St Patrick School,Private School,0,0,0,0
Lorain,St Peter,Private School,0,1,0,2
Lorain,St Peter,Private School,0,1,0,0
Lorain,St Peter,Preschool,0,0,0,0
Lorain,St Peter,Preschool,0,0,0,0
Lorain,Strong Tower Christian Academy,Private School,0,0,0,0
Lorain,Summit Academy Community School Alternative Learners-Lorain,Community School,0,0,0,0
Lorain,Summit Academy School - Lorain,Community School,0,0,0,0
Lorain,The Strong Academy,Private School,0,0,0,0
Lorain,Water's Edge Academy,Private School,0,0,0,0
Lorain,Wellington Exempted Village,Public District,3,17,1,14
Lorain,Woods Academy The,Private School,0,0,0,0
Lorain,Word of Truth Christian Academy,Private School,0,0,0,0
Madison,Jefferson Local,Public District,1,28,4,16
Madison,Jonathan Alder Local,Public District,12,83,1,23
Madison,London City,Public District,9,62,7,35
Madison,Madison County Board of DD,County Board of Developmental Disabilities,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Madison,Madison-Plains Local,Public District,5,35,1,13
Madison,Plainview Christian School,Private School,0,0,0,1
Madison,Shekinah Christian School,Private School,0,4,1,2
Madison,St Patrick,Private School,2,11,0,2
Madison,St Patrick,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Madison,St Patrick,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Madison,The Oaks Preparatory School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Madison,Tolles Career & Technical Center,Joint Vocational School District,3,54,1,10
Mahoning,Austintown Local Schools,Public District,5,35,3,21
Mahoning,Boardman Local,Public District,2,41,1,16
Mahoning,Campbell City,Public District,4,16,0,23
Mahoning,Canfield Local,Public District,No Cases Reported,37,No Cases Reported,23
Mahoning,ECLC At St. Joseph,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Hitchcock Woods,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Holy Family,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Holy Family,Preschool,No Cases Reported,0,No Cases Reported,1
Mahoning,Holy Family Early Learning Center at St. Luke's,Preschool,No Cases Reported,0,No Cases Reported,0
Mahoning,Jackson-Milton Local,Public District,No Cases Reported,13,No Cases Reported,12
Mahoning,Lowellville Local,Public District,1,10,1,6
Mahoning,Mahoning Co Career & Tech Ctr,Joint Vocational School District,3,42,0,14
Mahoning,Mahoning County Board of DD,County Board of Developmental Disabilities,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Mahoning County ESC,Educational Service Center,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Mahoning Unlimited Classroom,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Morris Fine Arts Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Poland Local,Public District,No Cases Reported,2,No Cases Reported,1
Mahoning,Sebring Local,Public District,No Cases Reported,3,No Cases Reported,9
Mahoning,South Range Local,Public District,No Cases Reported,24,No Cases Reported,10
Mahoning,Springfield Local,Public District,1,20,0,12
Mahoning,St Charles,Private School,No Cases Reported,3,No Cases Reported,0
Mahoning,St Charles,Preschool,No Cases Reported,2,No Cases Reported,0
Mahoning,St Nicholas,Private School,No Cases Reported,1,No Cases Reported,No Cases Reported
Mahoning,Struthers City,Public District,1,13,2,21
Mahoning,Ursuline Preschool & Kindergar,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Ursuline School,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,Valley STEM+ME2 Academy,Public District,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mahoning,West Branch Local,Public District,No Cases Reported,5,No Cases Reported,3
Mahoning,Western Reserve Local,Public District,No Cases Reported,7,No Cases Reported,7
Washington,Belpre City,Public District,3,15,1,8
Washington,Marietta City,Public District,3,36,3,32
Washington,St Mary,Private School,0,6,0,1
Washington,St Mary,Preschool,0,1,0,0
Washington,Veritas Classical Academy,Private School,0,0,0,2
Marion,Buckeye Community School,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Marion,Elgin Local,Public District,1,24,1,16
Marion,Marion City,Public District,0,42,1,45
Marion,Marion County Board of DD,County Board of Developmental Disabilities,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Marion,Marion Preparatory Academy,Community School,0,2,0,1
Marion,Pleasant Local,Public District,0,19,0,5
Marion,Ridgedale Local ,Public District,0,9,0,3
Marion,River Valley Local,Public District,0,42,0,17
Marion,St Mary,Private School,0,1,0,0
Marion,TRECA Digital Academy,Community School,0,0,0,1
Marion,Tri-Rivers,Joint Vocational School District,7,49,0,12
Stark,Indian River (Irjcf),Public District,0,50,4,49
Stark,Massillon Christian,Private School,0,5,0,4
Stark,Massillon City,Public District,4,58,2,69
Stark,St Barbara,Private School,0,0,0,1
Stark,St Barbara,Preschool,0,0,0,0
Stark,St Mary,Private School,0,1,0,0
Stark,St Mary,Preschool,0,0,0,0
Stark,Stark County Area,Joint Vocational School District,4,45,4,20
Medina,Birchwood Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,Brunswick City,Public District,9,88,3,66
Medina,Buckeye Local ,Public District,0,28,0,10
Medina,Cedarview Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,Cloverleaf Local,Public District,2,16,0,9
Medina,Grace Prep School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,Highland Local,Public District,1,30,4,19
Medina,Kids Country,Private School,0,0,2,4
Medina,Kingdom Way Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,King's Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,Lifelong Love of Learning,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,Living Arrows Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,Medina Christian Academy,Private School,0,15,0,8
Medina,Medina Christian Academy,Preschool,0,0,0,0
Medina,Medina City SD,Public District,14,73,3,78
Medina,Medina County Board of DD,County Board of Developmental Disabilities,0,1,0,1
Medina,Medina County ESC,Educational Service Center,0,0,0,7
Medina,Medina County Joint Vocational School District,Joint Vocational School District,2,42,0,20
Medina,Northside Christian Academy,Private School,0,1,1,2
Medina,Northside Christian Academy,Preschool,0,0,0,0
Medina,Nurtury,Private School,0,0,0,0
Medina,Sacred Heart Of Jesus,Private School,2,9,0,3
Medina,Sacred Heart Of Jesus,Preschool,0,0,0,1
Medina,Sacred Heart of Jesus Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,Saint Ambrose Littlest Angels PreSchool,Preschool,0,0,0,1
Medina,Smith Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,Smithsonia Christian School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,St Ambrose,Private School,0,2,0,1
Medina,St Basil Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,St Bellarmine Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Medina,St Francis Xavier,Private School,2,7,0,1
Medina,St Francis Xavier,Preschool,0,0,0,0
Medina,Wadsworth City ,Public District,5,75,3,43
Meigs,Eastern Local,Public District,0,6,2,5
Meigs,Meigs County Board of DD,County Board of Developmental Disabilities,0,1,0,1
Meigs,Meigs Local,Public District,1,19,2,16
Meigs,Southern Local,Public District,2,14,1,9
Mercer,Celina City,Public District,1,52,1,37
Mercer,Coldwater Exempted Village,Public District,2,37,0,14
Mercer,Fort Recovery Local,Public District,0,18,2,15
Mercer,Immaculate Conception,Private School,0,2,1,7
Mercer,Immaculate Conception,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mercer,Marion Local,Public District,1,11,0,11
Mercer,Mercer County Board of DD,County Board of Developmental Disabilities,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mercer,Mercer County Educational Service Center,Educational Service Center,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Mercer,Parkway Local,Public District,1,19,2,7
Mercer,St Henry Consolidated Local,Public District,0,30,0,14
Miami,Bethel Local,Public District,1,57,0,26
Miami,Christ the King Academy,Private School,0,0,0,0
Miami,Covington Exempted Village,Public District,0,36,0,15
Miami,Miami County Board of DD,County Board of Developmental Disabilities,0,0,0,0
Miami,Miami County ESC,Educational Service Center,0,1,0,3
Miami,Miami East Local,Public District,6,42,0,14
Miami,Miami Montessori School  The,Private School,0,0,0,0
Miami,Miami Montessori School The,Preschool,0,0,0,0
Miami,Miami Montessori School The,Before and After School Programs,0,0,0,0
Miami,Milton-Union Exempted Village,Public District,2,51,0,27
Miami,Newton Local,Public District,0,18,0,12
Miami,Piqua Seventh-Day Adventist,Private School,0,0,0,1
Miami,St Patrick,Private School,0,5,0,1
Miami,St Patrick,Preschool,0,1,0,0
Miami,St Patrick,Before and After School Programs,0,0,0,0
Miami,Tipp City Exempted Village,Public District,5,101,2,35
Miami,Troy Christian Elementary School,Private School,0,6,0,8
Miami,Troy Christian Elementary School,Preschool,0,1,0,0
Miami,Troy Christian Elementary School,Before and After School Programs,0,1,0,0
Miami,Troy Christian High School,Private School,0,10,2,15
Miami,Troy City,Public District,6,120,2,32
Miami,Willow Farms Christian Academy,Private School,0,0,0,0
Monroe,Covenant Christian Academy,Private School,1,2,0,0
Monroe,Mighty Grace Private Academy,Private School,0,0,0,0
Monroe,Monroe County Board of DD,County Board of Developmental Disabilities,0,0,0,3
Monroe,St Sylvester,Private School,0,2,0,0
Monroe,St Sylvester,Preschool,0,0,0,0
Monroe,Switzerland of Ohio Local,Public District,4,65,1,18
Morgan,Morgan Local,Public District,3,26,0,17
Morgan,Tabor Christian School,Private School,0,0,0,0
Knox,Berean Classical Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Morrow,Cardington-Lincoln Local,Public District,4,24,0,14
Morrow,Gilead Christian,Private School,0,3,0,8
Morrow,Gilead Christian,Before and After School Programs,0,0,0,0
Morrow,Gilead Preschool and Summer SACC,Preschool,0,3,0,0
Morrow,Gilead Preschool and Summer SACC,Before and After School Programs,0,0,0,0
Morrow,Highland Local,Public District,3,48,0,10
Morrow,Morrow County Board of DD,County Board of Developmental Disabilities,0,1,0,1
Morrow,Mount Gilead Exempted Village,Public District,0,30,0,19
Morrow,Northmor Local,Public District,4,23,3,18
Morrow,Tomorrow Center,Community School,0,1,2,2
Tuscarawas,Buckeye,Joint Vocational School District,3,59,0,15
